,Name,Core Name,Core Class,Core Subclass,Core Number,BGC,Organism,End product SMILES,Metabolite list,Base Prediction,Prediction Score
25,BGC0002323,J29_lanthipeptide,lanthipeptide,Class I,1,Unknown,Staphylococcus capitis,C=C(NC(=O)[C@@H]1CSC(C)C2NC(=O)[C@H](C)NC(=O)C(NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H]3CSC(C)C4NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CSC(C)C(NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)CNC4=O)C(=O)N3)C(C)SC[C@H](NC2=O)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N1)C(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NC(=CC)C(=O)N[C@@H](CCCCN)C(=O)O)C(C)C,"['BGC0002323_prepeptide_c', 'BGC0002323_dehydrated_peptide_c', 'BGC0002323_cyclic_peptide_c', 'BGC0002323_core_peptide_c', 'BGC0002323_1_mature_peptide_c']",,
26,BGC0002318,allorf_3709_3870_lassopeptide,lassopeptide,Class II,1,Unknown,Streptomyces canus,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)CNC(=O)C[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]cn2)NC1=O,"['BGC0002318_prepeptide_c', 'BGC0002318_macrolactam_peptide_c', 'BGC0002318_core_peptide_c', 'BGC0002318_1_mature_peptide_c']",,
27,BGC0002316,QBK47607.1_lanthipeptide,lanthipeptide,Class I,2,['cebulantin biosynthetic gene cluster'],Saccharopolyspora cebuensis,C=C(NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSC(C)C2NC(=O)CNC(=O)[C@H](Cc3ccccc3)NC(=O)C(NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](N)CC(=O)O)[C@@H](C)CC)C(C)C)C(C)SC[C@H](NC(=O)C(=CC)NC2=O)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NCC(=O)NC(=CC)C(=O)NC(=CC)C(=O)N1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)NC(=CC)C(=O)N[C@H](C(=O)N[C]1CSC[C@@H](C(=O)O)NC1=O)[C@@H](C)CC,"['BGC0002316_prepeptide_c', 'BGC0002316_dehydrated_peptide_c', 'BGC0002316_cyclic_peptide_c', 'BGC0002316_core_peptide_c', 'BGC0002316_2_mature_peptide_c']",,
28,BGC0002316,QBK47606.1_lanthipeptide,lanthipeptide,Class I,1,['cebulantin biosynthetic gene cluster'],Saccharopolyspora cebuensis,C=C(NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSC(C)C(NC(=O)CNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CSC(C)C(NC(=O)C(=CC)NC(=O)CNC(=O)[C@H](Cc3ccccc3)NC(=O)C(=CC)NC(=O)[C@@H](NC(=O)[C@@H]3CCCN3C(=O)CN)[C@@H](C)CC)C(=O)N2)C(=O)N2CCC[C@H]2C(=O)N1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)NC1C(=O)N[C@@H](C(C)C)C(=O)NC(=C)C(=O)N[C@H](C(=O)O)CSC1C,"['BGC0002316_prepeptide_c', 'BGC0002316_dehydrated_peptide_c', 'BGC0002316_cyclic_peptide_c', 'BGC0002316_core_peptide_c', 'BGC0002316_1_mature_peptide_c']",,
29,BGC0002307,humA_lassopeptide,lassopeptide,Class I,1,"['tta leucine codon, possible target for bldA regulation']",Streptomyces humidus,CC[C@H](C)[C@@H]1NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CSSC[C@@H](C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](C)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)CNC(=O)[C@@H]3CSSC[C@H](NC(=O)[C@H](CO)NC(=O)CNC1=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)N2)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)NCC(=O)N3,"['BGC0002307_prepeptide_c', 'BGC0002307_macrolactam_peptide_c', 'BGC0002307_disulfide_bridged_peptide_c', 'BGC0002307_core_peptide_c', 'BGC0002307_1_mature_peptide_c']",0.7825370675453048,0.8410214168039539
30,BGC0002298,allorf_5267_5392_lassopeptide,lassopeptide,Class II,1,Unknown,Sanguibacter keddieii DSM 10542,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CC(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N1)C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)O)C(C)C)C(C)C,"['BGC0002298_prepeptide_c', 'BGC0002298_macrolactam_peptide_c', 'BGC0002298_core_peptide_c', 'BGC0002298_1_mature_peptide_c']",,
31,BGC0002289,sle_05790__ls2A_lassopeptide,lassopeptide,Class II,1,['Lasso-peptide 2 gene cluster'],Streptomyces leeuwenhoekii,CC[C@H](C)[C@@H]1NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C(C)C)NC(=O)CNC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)C[C@@H](C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H](C(=O)O)[C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(N)=O)NC1=O,"['BGC0002289_prepeptide_c', 'BGC0002289_macrolactam_peptide_c', 'BGC0002289_core_peptide_c', 'BGC0002289_1_mature_peptide_c']",0.998289136013687,0.9948892674616695
32,BGC0002111,EVG22_32245_lanthipeptide,lanthipeptide,Class III,7,Unknown,Bacillus thuringiensis serovar andalousiensis,CC=C(NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)[C@@H](NC(=O)C(=CC)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)[C@@H](NC(=O)C(=CC)NC(=O)[C@H](C)N)[C@@H](C)CC)C(C)C)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)NC12CSC[C@@H](C(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)C(C1)NC(=O)[C@H]([C@@H](C)CC)NC(=O)C(=CC)NC2=O,"['BGC0002111_prepeptide_c', 'BGC0002111_dehydrated_peptide_c', 'BGC0002111_cyclic_peptide_c', 'BGC0002111_core_peptide_c', 'BGC0002111_7_mature_peptide_c']",0.7112259970457903,0.9811888638073739
33,BGC0002111,EVG22_32240_lanthipeptide,lanthipeptide,Class III,6,Unknown,Bacillus thuringiensis serovar andalousiensis,CC=C(NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)[C@@H](NC(=O)C(=CC)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)[C@@H](NC(=O)C(=CC)NC(=O)[C@H](C)N)[C@@H](C)CC)C(C)C)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)NC12CSC[C@@H](C(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)C(C1)NC(=O)[C@H]([C@@H](C)CC)NC(=O)C(=CC)NC2=O)C(C)C,"['BGC0002111_prepeptide_c', 'BGC0002111_dehydrated_peptide_c', 'BGC0002111_cyclic_peptide_c', 'BGC0002111_core_peptide_c', 'BGC0002111_6_mature_peptide_c']",0.7112259970457903,0.9826937547027841
34,BGC0002111,EVG22_32235_lanthipeptide,lanthipeptide,Class III,5,Unknown,Bacillus thuringiensis serovar andalousiensis,CC=C(NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)[C@@H](NC(=O)C(=CC)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)[C@@H](NC(=O)C(=CC)NC(=O)[C@H](C)N)[C@@H](C)CC)C(C)C)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)NC12CSC[C@@H](C(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)C(C1)NC(=O)[C@H]([C@@H](C)CC)NC(=O)C(=CC)NC2=O)C(C)C,"['BGC0002111_prepeptide_c', 'BGC0002111_dehydrated_peptide_c', 'BGC0002111_cyclic_peptide_c', 'BGC0002111_core_peptide_c', 'BGC0002111_5_mature_peptide_c']",0.7112259970457903,0.9826937547027841
35,BGC0002111,EVG22_32230_lanthipeptide,lanthipeptide,Class III,4,Unknown,Bacillus thuringiensis serovar andalousiensis,CC=C(NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)[C@@H](NC(=O)C(=CC)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)[C@@H](NC(=O)C(=CC)NC(=O)[C@H](C)N)[C@@H](C)CC)C(C)C)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)NC12CSC[C@@H](C(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)C(C1)NC(=O)[C@H]([C@@H](C)CC)NC(=O)C(=CC)NC2=O)C(C)C,"['BGC0002111_prepeptide_c', 'BGC0002111_dehydrated_peptide_c', 'BGC0002111_cyclic_peptide_c', 'BGC0002111_core_peptide_c', 'BGC0002111_4_mature_peptide_c']",0.7112259970457903,0.9826937547027841
36,BGC0002111,EVG22_32225_lanthipeptide,lanthipeptide,Class III,3,Unknown,Bacillus thuringiensis serovar andalousiensis,CC=C(NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)[C@@H](NC(=O)C(=CC)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)[C@@H](NC(=O)C(=CC)NC(=O)[C@H](C)N)[C@@H](C)CC)C(C)C)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)NC12CSC[C@@H](C(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)C(C1)NC(=O)[C@H]([C@@H](C)CC)NC(=O)C(=CC)NC2=O)C(C)C,"['BGC0002111_prepeptide_c', 'BGC0002111_dehydrated_peptide_c', 'BGC0002111_cyclic_peptide_c', 'BGC0002111_core_peptide_c', 'BGC0002111_3_mature_peptide_c']",0.7112259970457903,0.9826937547027841
37,BGC0002111,EVG22_32220_lanthipeptide,lanthipeptide,Class III,2,Unknown,Bacillus thuringiensis serovar andalousiensis,CC=C(NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)[C@@H](NC(=O)C(=CC)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)[C@@H](NC(=O)C(=CC)NC(=O)[C@H](C)N)[C@@H](C)CC)C(C)C)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)NC12CSC[C@@H](C(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)C(C1)NC(=O)[C@H]([C@@H](C)CC)NC(=O)C(=CC)NC2=O)C(C)C,"['BGC0002111_prepeptide_c', 'BGC0002111_dehydrated_peptide_c', 'BGC0002111_cyclic_peptide_c', 'BGC0002111_core_peptide_c', 'BGC0002111_2_mature_peptide_c']",0.7112259970457903,0.9826937547027841
38,BGC0002111,EVG22_32215_lanthipeptide,lanthipeptide,Class III,1,Unknown,Bacillus thuringiensis serovar andalousiensis,CC=C(NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)[C@@H](NC(=O)C(=CC)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)[C@@H](NC(=O)C(=CC)NC(=O)[C@H](C)N)[C@@H](C)CC)C(C)C)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)NC12CSC[C@@H](C(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)C(C1)NC(=O)[C@H]([C@@H](C)CC)NC(=O)C(=CC)NC2=O)C(C)C,"['BGC0002111_prepeptide_c', 'BGC0002111_dehydrated_peptide_c', 'BGC0002111_cyclic_peptide_c', 'BGC0002111_core_peptide_c', 'BGC0002111_1_mature_peptide_c']",0.7112259970457903,0.9826937547027841
39,BGC0002110,brtA2_lanthipeptide,lanthipeptide,Class II,2,['birimositide gene cluster'],Streptomyces rimosus subsp. rimosus,C=C1NC(=O)C(=CC)NC(=O)[C@@H]2CSC(C)C(NC(=O)[C@@H]3CCCN3C(=O)[C@@H]3CSCC(NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)C(=C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@@H]4CSC(C)C(NC(=O)CNC(=O)CNC(=O)[C@H](Cc5c[nH]cn5)NC(=O)[C@H](Cc5c[nH]c6ccccc56)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)C(=C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)Cc5ccc(O)cc5)[C@@H](C)CC)C(=O)NCC(=O)N5CCC[C@H]5C(=O)N[C@@H](CC(C)C)C(=O)N4)C(C)C)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc4ccccc4)C(=O)N3)C(=O)NC(C(=O)N[C@@H](CCCCN)C(=O)N2)C(C)SC[C@@H](C(=O)O)NC(=O)[C@H](CCCCN)NC1=O,"['BGC0002110_prepeptide_c', 'BGC0002110_dehydrated_peptide_c', 'BGC0002110_cyclic_peptide_c', 'BGC0002110_core_peptide_c', 'BGC0002110_2_mature_peptide_c']",,
40,BGC0002110,brtA1_lanthipeptide,lanthipeptide,Class II,1,['birimositide gene cluster'],Streptomyces rimosus subsp. rimosus,CC=C1NC(=O)C(=CC)NC(=O)[C@@H](N)CSCC(C(=O)N[C@@H](CC(C)C)C(=O)NC2CSC[C@@H](C(=O)NC3C(=O)N[C@@H](CC(C)C)C(=O)NC4C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CSC4C)C(=O)N[C@@H](CCC(N)=O)C(=O)N4CCC[C@H]4C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)O)CSC3C)NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)CNC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC(N)=O)NC2=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)C(=CC)NC(=O)[C@H](CC(N)=O)NC1=O,"['BGC0002110_prepeptide_c', 'BGC0002110_dehydrated_peptide_c', 'BGC0002110_cyclic_peptide_c', 'BGC0002110_core_peptide_c', 'BGC0002110_1_mature_peptide_c']",,
41,BGC0002074,hptA_lassopeptide,lassopeptide,Class II,1,['huascopeptin biosynthetic gene cluster'],Streptomyces huasconensis,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@@H]1CC(=O)NCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,"['BGC0002074_prepeptide_c', 'BGC0002074_macrolactam_peptide_c', 'BGC0002074_core_peptide_c', 'BGC0002074_1_mature_peptide_c']",0.9636542239685658,1.0
42,BGC0002064,YIM_29270_lassopeptide,lassopeptide,Class III,2,Unknown,Amycolatopsis sp. YIM 10,CC[C@H](C)[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC1=O)C(=O)N[C@H](C(=O)O)CC(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c3ccccc13)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2,"['BGC0002064_prepeptide_c', 'BGC0002064_macrolactam_peptide_c', 'BGC0002064_disulfide_bridged_peptide_c', 'BGC0002064_core_peptide_c', 'BGC0002064_2_mature_peptide_c']",0.8001567398119123,0.811291569992266
43,BGC0002064,YIM_29265_lassopeptide,lassopeptide,Class III,1,Unknown,Amycolatopsis sp. YIM 10,CC[C@H](C)[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N2)CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC1=O,"['BGC0002064_prepeptide_c', 'BGC0002064_macrolactam_peptide_c', 'BGC0002064_disulfide_bridged_peptide_c', 'BGC0002064_core_peptide_c', 'BGC0002064_1_mature_peptide_c']",0.6320450885668277,0.6739482200647249
44,BGC0002053,NAI38-3291_lassopeptide,lassopeptide,Class II,1,['ulleungdin biosynthetic gene cluster'],Streptomyces sp.,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)CNC1=O,"['BGC0002053_prepeptide_c', 'BGC0002053_macrolactam_peptide_c', 'BGC0002053_core_peptide_c', 'BGC0002053_1_mature_peptide_c']",0.9465930018416207,0.9355432780847146
45,BGC0002015,BIU87_RS24185_lassopeptide,lassopeptide,Class I,1,Unknown,Streptomyces sp. ZS0098,CC[C@H](C)[C@@H]1NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CSSC[C@@H](C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)CNC(=O)[C@@H]3CSSC[C@H](NC(=O)[C@H](CO)NC(=O)CNC1=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)N2)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)NCC(=O)N3,"['BGC0002015_prepeptide_c', 'BGC0002015_macrolactam_peptide_c', 'BGC0002015_disulfide_bridged_peptide_c', 'BGC0002015_core_peptide_c', 'BGC0002015_1_mature_peptide_c']",0.8555102040816327,0.8927392739273927
46,BGC0001920,mslA_lassopeptide,lassopeptide,Class I,1,['MS-271 biosynthetic gene cluster'],Streptomyces sp.,CC[C@H](C)[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)O)NC(=O)[C@H](C(C)C)NC1=O)NC(=O)C[C@H](NC(=O)[C@H](CC(N)=O)NC3=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)NCC(=O)N2,"['BGC0001920_prepeptide_c', 'BGC0001920_macrolactam_peptide_c', 'BGC0001920_disulfide_bridged_peptide_c', 'BGC0001920_core_peptide_c', 'BGC0001920_1_mature_peptide_c']",0.9308176100628931,1.0
47,BGC0001867,PMT_2325_lanthipeptide,lanthipeptide,Class II,1,['4 probable transmembrane helices predicted by TMHMM2.0'],Prochlorococcus marinus str. MIT 9313,C=C1NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C(C)C)NC(=O)C(NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCSC)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)C(=C)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)CN)C(C)C)C(C)C)C(C)SC[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)NC(=C)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)NC(=C)C(=O)N[C@@H](CC(N)=O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H](C(=O)O)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC)NC1=O,"['BGC0001867_prepeptide_c', 'BGC0001867_dehydrated_peptide_c', 'BGC0001867_cyclic_peptide_c', 'BGC0001867_core_peptide_c', 'BGC0001867_1_mature_peptide_c']",,
48,BGC0001860,Tbis_0549_thiopeptide,thiopeptide,Type II,1,"['tta leucine codon, possible target for bldA regulation']",Thermobispora bispora DSM 43833,C=C(NC(=O)C(=C)NC(=O)c1csc(C2=NC3c4csc(n4)-c4csc(n4)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc4ccc(O)cc4)NC(=O)c4csc(n4)[C@H](Cc4ccccc4)NC(=O)c4csc(n4)[C@H](CC(N)=O)NC(=O)c4csc(n4)C3(N)CC2)n1)C(=O)O,"['BGC0001860_prepeptide_c', 'BGC0001860_thioazole_containing_peptide_c', 'BGC0001860_dehydrated_peptide_c', 'BGC0001860_macrocyclic_thiopeptide_c', 'BGC0001860_series_b_thiopeptide_c', 'BGC0001860_1_mature_peptide_c']",0.3932114882506527,0.8860441767068273
49,BGC0001789,sslA_lanthipeptide,lanthipeptide,Class I,1,['lantibiotic gene cluster'],Streptococcus suis,C=C1NC(=O)[C@H](CCCCN)NC(=O)[C](NC(=O)C(=CC)NC(=O)[C@@H](N)C(C)C)CSC[C@@H](C(=O)NC2C(=O)N3CCC[C@H]3C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NC3C(=O)NCC(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)NC(=CC)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NC4C(=O)N[C@@H](C)C(=O)NC5C(=O)N[C@@H](CSC4C)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc4c[nH]cn4)C(=O)N[C@@H](Cc4ccccc4)C(=O)NCC(=O)O)CSC5C)[C@@H](C)CC)CSC3C)CSC2C)NC(=O)[C@H](CC(C)C)NC1=O,"['BGC0001789_prepeptide_c', 'BGC0001789_dehydrated_peptide_c', 'BGC0001789_cyclic_peptide_c', 'BGC0001789_core_peptide_c', 'BGC0001789_1_mature_peptide_c']",,
